<function resnet18 at 0x7fce7a7c1510>,<class 'torch.optim.sgd.SGD'>,ELU(alpha=1.0),1.3111347189316382,0.9431938253916227,0.8417002839919848,0.8172889642226391,0.8226837845949027,0.8329623931493515,0.8423740921876369,0.8505494181926434,0.848064014239189,0.8622985928486555,0.8516845907920446,0.8488798783375666,0.8340049254588592,0.8289720633091071,0.8279434506709759,0.8185382213347997,0.7995120412264115,0.7977983783452939,0.7962645558210519,0.7958962773665403,0.7855328532365652,0.76340313293995,0.7581932917619363,0.7496709851118234,0.7486024991059914,0.7509878329741649,0.7487355690736037,0.7441639200235024,0.7448339361410875,0.7300654411315918

<function resnet18 at 0x7fce7a7c1510>,<class 'torch.optim.sgd.SGD'>,ELU(alpha=1.0),1.1722377737363179,0.9902098820759699,0.9534713335526295,1.1122119426727295,1.0363023617328742,1.0477741131415734,1.0012817810743282,1.095729215022845,1.0323736025736883,1.0785079659559789,1.1247132909603608,0.9200277848121448,0.9519816912137545,1.1073954135943682,0.96248636337427,1.0913017422724993,1.0275679230690002,1.0256396211110628,1.0415435280555334,0.9164019960623521,0.9286895119226896,0.9756927123436561,1.1515063628172264,1.0579828986754785,0.9592803793075757,0.8674778174131345,1.0072398567811036,1.0760655754651778,1.0916227438510993,1.1010044094843743

<function resnet18 at 0x7fce7a7c1510>,<class 'torch.optim.sgd.SGD'>,LeakyReLU(negative_slope=0.01),1.4720145953007233,1.0141559188182538,0.8057842086523007,0.6852897170262459,0.6107399235933255,0.5703680333418724,0.5374444999755957,0.5092571639097654,0.48855600723853476,0.4597582601583921,0.4615664793894841,0.44334913675601667,0.4213604390621185,0.4160706876180111,0.4039144919468806,0.4003815131309705,0.38411357349310166,0.381761454924559,0.3731994262108436,0.3707713760626622,0.3574764740772736,0.365266101482587,0.3500531202707535,0.3439950405023037,0.3607642574952199,0.34793007381451435,0.34713960595619986,0.33961624243320565,0.3499976525704066,0.3420891280357654

<function resnet18 at 0x7fce7a7c1510>,<class 'torch.optim.sgd.SGD'>,LeakyReLU(negative_slope=0.01),1.3104982681763477,1.0850804249445598,0.9892412424087524,1.0612600292914953,1.090824802716573,0.8897717656233372,0.8377945193877587,0.8033083249361087,0.7959757661208128,0.8546017561203394,0.7628683967468066,0.7895662402495359,0.9543905991774339,0.8459496054893885,0.7552564786030695,0.8177187534478995,0.8462813404890207,0.9342956321361737,1.0098021427790325,0.87307003675363,0.908397301649436,0.773932953675588,0.8997279848807898,0.8984640790865972,0.8833655944237342,0.8325550250518017,0.8279458223245083,0.7853265007336935,0.8683079114327064,0.7488291072539794

<function resnet18 at 0x7fce7a7c1510>,<class 'torch.optim.sgd.SGD'>,ReLU(inplace=True),1.4915388663609823,1.027747289951031,0.808054009767679,0.6878505168816982,0.6094837427139282,0.5595870964038067,0.5297193088592627,0.5047649745757763,0.47525627200420084,0.471516913939745,0.4645000084852561,0.4360456488835506,0.4322247729087487,0.4117852210234373,0.3951223611831665,0.3848576166690924,0.38950699743552086,0.38752198945253324,0.3719873915115992,0.3640907991390962,0.3668205398779649,0.3619321611447212,0.35177838511956044,0.35668783294848905,0.3470635359868025,0.35129489401976266,0.34354019394287694,0.3456694165101418,0.34373521369237164,0.3296446486925467

